7.559,0.45011,-0.160412,8.9184,No
7.585,0.411803,-0.160412,8.99262,No
7.611,0.380678,-0.146046,8.98304,No
7.637,0.416591,-0.155623,8.9591,No
7.663,0.368707,-0.0502782,8.9184,No
7.689,0.380678,-0.105345,9.10754,No
7.714,0.356736,-0.172383,9.06205,No
7.74,0.45011,-0.19393,8.97586,No
7.766,0.418985,-0.102951,8.9184,No
7.791,0.426168,-0.131681,8.92798,No
7.817,0.411803,-0.126893,8.93516,No
7.843,0.399832,-0.143652,8.97586,No
7.869,0.442927,-0.153229,9.02135,No
7.894,0.428562,-0.174777,8.99023,No
7.919,0.438139,-0.134075,8.94953,No
8.05,0.418985,-0.160412,8.95432,No
8.077,0.371101,-0.122104,8.87052,No
8.102,0.428562,-0.122104,8.80587,No
8.127,0.433351,-0.155623,8.97347,No
8.153,0.423774,-0.148441,8.94713,No
8.177,0.411803,-0.155623,8.95432,No
8.204,0.418985,-0.114922,8.90643,No
8.229,0.471658,-0.177171,8.93277,No
8.255,0.416591,-0.112527,8.95671,No
8.28,0.390255,-0.131681,8.92319,No
8.306,0.397438,-0.146046,9.00699,No
8.332,0.387861,-0.134075,9.01656,No
8.357,0.383072,-0.148441,8.94474,No
8.382,0.438139,-0.146046,8.80827,No
8.516,0.402226,-0.148441,8.99741,No
8.542,0.395043,-0.155623,8.97826,No
8.568,0.416591,-0.112527,9.03572,No
8.593,0.395043,-0.21069,8.85376,No
8.619,0.488417,-0.186748,8.90643,No
8.644,0.347159,-0.0909797,8.94234,No
8.669,0.428562,-0.141258,8.95432,No
8.695,0.45011,-0.143652,8.99262,No
8.72,0.402226,-0.122104,8.91361,No
8.746,0.397438,-0.172383,8.88488,No
8.771,0.435745,-0.102951,8.99023,No
8.861,0.438139,-0.0933739,8.96629,No
8.883,0.447716,-0.0981623,8.94234,No
8.907,0.433351,-0.0814029,8.85136,No
8.975,0.433351,-0.136469,9.02135,No
9.001,0.411803,-0.114922,8.9591,No
9.028,0.47884,-0.0957681,8.93995,No
9.053,0.452504,-0.134075,8.83221,No
9.079,0.399832,-0.158017,8.89446,No
9.104,0.344765,-0.138864,8.91122,No
9.129,0.459687,-0.0909797,8.9184,No
9.155,0.402226,-0.167594,8.93995,No
9.18,0.399832,-0.167594,8.98304,No
9.205,0.397438,-0.146046,8.97826,No
9.231,0.447716,-0.150835,8.25521,No
9.256,0.459687,-0.246603,8.78912,No
9.282,0.339977,-0.0550666,8.91122,No
9.308,0.392649,-0.208296,8.96389,No
9.333,0.399832,-0.114922,8.97586,No
9.468,0.459687,-0.143652,8.84897,No
9.494,0.407014,-0.208296,8.9184,No
9.52,0.418985,-0.177171,9.07163,No
9.545,0.42138,-0.150835,9.05008,No
9.571,0.445322,-0.0909797,8.9591,No
9.595,0.399832,-0.138864,8.89925,No
9.621,0.416591,-0.1652,8.94234,No
9.646,0.454898,-0.138864,8.9591,No
9.671,0.402226,-0.114922,8.97586,No
9.697,0.433351,-0.172383,8.92319,No
9.722,0.397438,-0.117316,8.89925,No
9.748,0.418985,-0.0694318,9.00459,No
9.772,0.454898,-0.0574608,8.93516,No
9.797,0.428562,-0.141258,8.97826,No
9.929,0.414197,-0.143652,8.94234,No
9.956,0.426168,-0.117316,8.99981,No
9.98,0.442927,-0.0885855,8.89685,No
10.006,0.442927,-0.146046,8.98544,No
10.032,0.42138,-0.19393,8.81545,No
10.057,0.402226,-0.131681,8.93277,No
10.083,0.35913,-0.148441,8.99023,No
10.108,0.395043,-0.208296,8.93037,No
10.133,0.411803,-0.117316,8.91361,No
10.159,0.387861,-0.107739,8.97347,No
10.246,0.40462,-0.158017,8.81066,No
10.269,0.464475,-0.071826,9.02375,No
10.291,0.452504,-0.177171,8.97347,No
10.314,0.35913,-0.134075,8.93037,No
10.382,0.438139,-0.117316,8.88488,No
10.409,0.442927,-0.102951,8.90882,No
10.434,0.383072,-0.117316,8.89446,No
10.459,0.380678,-0.174777,8.94713,No
10.485,0.366313,-0.129287,8.93277,No
10.51,0.409409,-0.174777,8.93037,No
10.536,0.466869,-0.155623,8.81545,No
10.56,0.462081,-0.129287,8.90404,No
10.585,0.519542,-0.122104,8.98783,No
10.611,0.366313,-0.114922,8.97107,No
10.636,0.399832,-0.169988,8.97107,No
10.661,0.426168,-0.184354,8.94953,No
10.686,0.395043,-0.126893,8.93516,No
10.712,0.414197,-0.153229,8.9615,No
10.845,0.361524,-0.138864,8.96389,No
10.872,0.385466,-0.112527,8.97107,No
10.896,0.383072,-0.153229,8.98783,No
10.922,0.474052,-0.107739,9.03333,No
10.947,0.435745,-0.143652,8.88967,No
10.972,0.447716,-0.1652,8.94234,No
10.998,0.471658,-0.158017,8.85855,No
11.024,0.411803,-0.0981623,8.96629,No
11.048,0.433351,-0.122104,8.98065,No
11.08,0.387861,-0.162806,8.96868,No
11.105,0.407014,-0.100556,8.95192,No
11.13,0.395043,-0.138864,8.97586,No
11.155,0.366313,-0.148441,9.03333,No
11.18,0.454898,-0.0933739,8.88967,No
11.313,0.435745,-0.155623,9.00938,No
11.338,0.423774,-0.117316,9.06684,No
11.364,0.385466,-0.138864,9.01178,No
11.389,0.390255,-0.112527,8.86333,No
11.415,0.488417,-0.148441,8.97347,No
11.44,0.390255,-0.126893,8.90643,No
11.465,0.471658,-0.153229,8.88249,No
11.491,0.416591,-0.177171,9.02614,No
11.516,0.428562,-0.126893,8.97347,No
11.541,0.452504,-0.148441,8.86333,No
11.566,0.383072,-0.141258,9.01417,No
11.654,0.459687,-0.0742203,8.93755,No
11.677,0.440533,-0.146046,8.87531,No
11.699,0.371101,-0.112527,8.96868,No
11.767,0.435745,-0.134075,9.01896,No
11.793,0.402226,-0.0861913,8.9591,No
11.819,0.430956,-0.146046,8.97107,No
11.844,0.397438,-0.181959,8.93755,No
11.87,0.407014,-0.126893,9.02853,No
11.894,0.493206,-0.177171,8.93037,No
11.919,0.380678,-0.129287,8.9615,No
11.945,0.433351,-0.134075,8.93755,No
11.97,0.442927,-0.198719,8.94234,No
11.996,0.380678,-0.148441,8.98783,No
12.022,0.42138,-0.138864,8.99262,No
12.047,0.445322,-0.0981623,8.89446,No
12.072,0.430956,-0.138864,8.91122,No
12.097,0.440533,-0.179565,8.99741,No
12.231,0.447716,-0.117316,9.0022,No
12.256,0.385466,-0.0766145,8.92798,No
12.282,0.392649,-0.181959,8.95671,No
12.308,0.411803,-0.1652,8.92798,No
12.333,0.409409,-0.0861913,8.98304,No
